,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address
10,Qtni8AS93H71AfyDIsijZg,casaluz-santiago-4,Casaluz,https://s3-media1.fl.yelpcdn.com/bphoto/54t0O8-f3lE3sSMzYfX6cw/o.jpg,False,https://www.yelp.com/biz/casaluz-santiago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,26,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],$$$,+56229187204,+56 2 2918 7204,210.91869264079745,-33.442185,-70.626424,Av. Italia 805,,,Santiago,7501184,CL,RM,"['Av. Italia 805', 'RM 7501184 Santiago', 'Chile']"
11,x4R6h8NqBQmEp-tAnyFO3g,castillo-forestal-santiago,Castillo Forestal,https://s3-media4.fl.yelpcdn.com/bphoto/ToIFZdvL4LsQqx8s40u32w/o.jpg,False,https://www.yelp.com/biz/castillo-forestal-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,19,"[{'alias': 'french', 'title': 'French'}, {'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$$,+56226641544,+56 2 2664 1544,1875.8476195894168,-33.4348361156787,-70.642646313429,Av. Cardenal José María Caro 390,,,Santiago,8320000,CL,RM,"['Av. Cardenal José María Caro 390', 'RM 8320000 Santiago', 'Chile']"
12,P0eaVPMLwFXK-RC8jB1RgQ,liguria-santiago,Liguria,https://s3-media3.fl.yelpcdn.com/bphoto/r7ahY6QkWZK-IjHgJGIUVg/o.jpg,False,https://www.yelp.com/biz/liguria-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,20,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.0,[],$$,,,2612.4091994520086,-33.4230685659973,-70.6127871917753,Av. Pedro de Valdivia 47,,,Santiago,,CL,RM,"['Av. Pedro de Valdivia 47', 'RM Santiago', 'Chile']"
13,ffHk4q3jDiMrTMLLU6kcIA,tiramisú-santiago-2,Tiramisú,https://s3-media2.fl.yelpcdn.com/bphoto/-RWxoc49-13rEggEA-T8vQ/o.jpg,False,https://www.yelp.com/biz/tiramis%C3%BA-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,97,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,[],$$,+56225194900,+56 2 2519 4900,4184.612745348328,-33.414562406985,-70.597506713488,Av. Isidora Goyenechea 3141,,,Santiago,7550000,CL,RM,"['Av. Isidora Goyenechea 3141', 'RM 7550000 Santiago', 'Chile']"
14,TmD9C8IRlvubHa-_AeK-wg,california-cantina-santiago,California Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/7eXTRP2rDKDZd1VKkH5Hxw/o.jpg,False,https://www.yelp.com/biz/california-cantina-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,54,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$$,+56962493041,+56 9 6249 3041,2712.64205254666,-33.42242,-70.611942,Las Urbinas 44,,,Santiago,7510105,CL,RM,"['Las Urbinas 44', 'RM 7510105 Santiago', 'Chile']"
15,LyUwbW2c_0TpaYLp1tY0Gg,el-camino-santiago,El Camino,https://s3-media3.fl.yelpcdn.com/bphoto/ZqtwXiubcFQUvhFO3jqLtg/o.jpg,False,https://www.yelp.com/biz/el-camino-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,12,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,[],$$$,+56229860765,+56 2 2986 0765,20.226421392849538,-33.44413,-70.62555,Av. Italia 1034,,,Santiago,7501297,CL,RM,"['Av. Italia 1034', 'RM 7501297 Santiago', 'Chile']"
16,kEJ3b72MKnXtTGEGqXOy7w,confitería-torres-santiago-2,Confitería Torres,https://s3-media4.fl.yelpcdn.com/bphoto/TIYlaoDXNRXMPbwCZin7qQ/o.jpg,False,https://www.yelp.com/biz/confiter%C3%ADa-torres-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,25,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$,+56223332639,+56 2 2333 2639,4090.222251189459,-33.4141366,-70.5998601,Isidora Goyenechea 2962,,,Santiago,7550000,CL,RM,"['Isidora Goyenechea 2962', 'RM 7550000 Santiago', 'Chile']"
17,oZ_pVyyyGS8mghqZ9X_NUw,baco-santiago,Baco,https://s3-media4.fl.yelpcdn.com/bphoto/BoXNPNcXFn4BFBO_3uU9sw/o.jpg,False,https://www.yelp.com/biz/baco-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,67,"[{'alias': 'french', 'title': 'French'}]",4.0,[],$$$,+56222314444,+56 2 2231 4444,2922.140387306437,-33.42095352,-70.61044579,Nueva de Lyon 113,,,Santiago,,CL,RM,"['Nueva de Lyon 113', 'RM Santiago', 'Chile']"
18,DUbB2zPmssqzUTdQGcWKvQ,da-noi-santiago,Da Noi,https://s3-media1.fl.yelpcdn.com/bphoto/Gz3KYYF9ISTyshhp3QTsig/o.jpg,False,https://www.yelp.com/biz/da-noi-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,14,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'trattorie', 'title': 'Trattorie'}]",4.5,[],$$,+5622742001,+56 22742001,766.8480925677007,-33.45072,-70.623966,Av. Italia 1791,,,Santiago,7750000,CL,RM,"['Av. Italia 1791', 'RM 7750000 Santiago', 'Chile']"
19,h8xupzTNMpFy8baMOJtAGg,jardin-mallinkrodt-providencia,Jardin Mallinkrodt,https://s3-media2.fl.yelpcdn.com/bphoto/1bkIV5kJKTUCUg7gjnrgZw/o.jpg,False,https://www.yelp.com/biz/jardin-mallinkrodt-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,[],,+56959066635,+56 9 5906 6635,1493.4978723888114,-33.43241,-70.63373,Mallinkrodt 170,,,Providencia,,CL,RM,"['Mallinkrodt 170', 'RM Providencia', 'Chile']"
20,qEHNbk5asu5yS47Pqh7zYA,antaño-santiago-2,Antaño,https://s3-media2.fl.yelpcdn.com/bphoto/_kLEzAY-nV2pc7TrxWofnQ/o.jpg,False,https://www.yelp.com/biz/anta%C3%B1o-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3,"[{'alias': 'chilean', 'title': 'Chilean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,[],,+56232441790,+56 2 3244 1790,1818.36129566573,-33.4376041,-70.6436521,Merced 433,,,Santiago,,CL,RM,"['Merced 433', 'RM Santiago', 'Chile']"
21,FcQ0WD5LiJTxCZ0kGH2yww,silvestre-bistró-santiago,Silvestre Bistró,https://s3-media4.fl.yelpcdn.com/bphoto/n30v34WxuSs6vAIvwzD37Q/o.jpg,False,https://www.yelp.com/biz/silvestre-bistr%C3%B3-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,15,"[{'alias': 'signature_cuisine', 'title': 'Signature Cuisine'}]",4.5,[],$$,+56991569974,+56 9 9156 9974,511.2466070857914,-33.448243,-70.6236202,Caupolicán 511,,,Santiago,,CL,RM,"['Caupolicán 511', 'RM Santiago', 'Chile']"
22,pCgqgk_aHrSrV-Hg0qjZfw,karai-las-condes,Karai,https://s3-media1.fl.yelpcdn.com/bphoto/JUyE5FDcbPzx2uFt961jRQ/o.jpg,False,https://www.yelp.com/biz/karai-las-condes?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,13,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",5.0,[],,+56227700081,+56 2 2770 0081,4190.356945819561,-33.41401,-70.598254,Isidora Goyenechea 3000,,,Las Condes,,CL,RM,"['Isidora Goyenechea 3000', 'RM Las Condes', 'Chile']"
23,EG1MtnU1CapiqemCj9gPDg,la-hacienda-gaucha-santiago-2,La Hacienda Gaucha,https://s3-media2.fl.yelpcdn.com/bphoto/YiUIO9cx1MLEXR5WakCR_A/o.jpg,False,https://www.yelp.com/biz/la-hacienda-gaucha-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,13,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,[],$$$,+5622235305,+56 22235305,1728.418689590485,-33.4386931069913,-70.6081252589997,Pedro de Valdivia 1719,,,Santiago,7810000,CL,RM,"['Pedro de Valdivia 1719', 'RM 7810000 Santiago', 'Chile']"
24,pIaTdO4k6MDcin_I4SF6ig,biwon-santiago,Biwon,https://s3-media2.fl.yelpcdn.com/bphoto/QAuleM-raji3gU_8xY5igQ/o.jpg,False,https://www.yelp.com/biz/biwon-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4,"[{'alias': 'korean', 'title': 'Korean'}]",5.0,[],$$$,+56229518000,+56 2 2951 8000,3055.675313074462,-33.4223375,-70.6053371,Coronel 2376,Providencia,,Santiago,,CL,RM,"['Coronel 2376', 'Providencia', 'RM Santiago', 'Chile']"
25,FJcBzuQrcQkNWcfpcqcV3Q,shinsei-vitacura,Shinsei,https://s3-media2.fl.yelpcdn.com/bphoto/s49XqHx0hJ7r_mZkIM-22A/o.jpg,False,https://www.yelp.com/biz/shinsei-vitacura?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'nikkei', 'title': 'Nikkei'}]",5.0,[],,+56226788864,+56 2 2678 8864,4822.6291156913485,-33.40285,-70.58438,Av. Presidente Kennedy 4700,,,Vitacura,,CL,RM,"['Av. Presidente Kennedy 4700', 'RM Vitacura', 'Chile']"
26,Lukol5kg93RhRD0CVUBLhA,el-ciudadano-santiago,El Ciudadano,https://s3-media2.fl.yelpcdn.com/bphoto/gxxgPY-r49cnxp7QsgZq-w/o.jpg,False,https://www.yelp.com/biz/el-ciudadano-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,25,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$,+56222489548,+56 2 2248 9548,363.595728923461,-33.446033525825,-70.628685655542,Seminario 400,,,Santiago,7500847,CL,RM,"['Seminario 400', 'RM 7500847 Santiago', 'Chile']"
27,ioWH5y3-c9AmZAsVabDwAA,la-burguesía-santiago,La Burguesía,https://s3-media3.fl.yelpcdn.com/bphoto/BE3s89eVSJ4KVd5Qlc1Fjg/o.jpg,False,https://www.yelp.com/biz/la-burgues%C3%ADa-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,35,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,[],$$,+56222313407,+56 2 2231 3407,3014.0722617656475,-33.420414,-70.609573,Santa Magdalena 99,,,Santiago,7510038,CL,RM,"['Santa Magdalena 99', 'RM 7510038 Santiago', 'Chile']"
28,e33bsBHIZAH8RMOh0Z4HRQ,el-hoyo-santiago,El Hoyo,https://s3-media2.fl.yelpcdn.com/bphoto/nvZl5h3k4LA87ceso1aGwQ/o.jpg,False,https://www.yelp.com/biz/el-hoyo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,9,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$,+56226890339,+56 2 2689 0339,4982.2205293082425,-33.4553319270182,-70.6775925843539,San Vicente 375,,,Santiago,,CL,RM,"['San Vicente 375', 'RM Santiago', 'Chile']"
29,4HOBNF9FoE17WJuXlByR6w,la-picá-de-clinton-santiago-4,La Picá de Clinton,https://s3-media2.fl.yelpcdn.com/bphoto/Mpq2keSJS1FXIeMzQZr2eg/o.jpg,False,https://www.yelp.com/biz/la-pic%C3%A1-de-clinton-santiago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.0,[],$$,+56226320214,+56 2 2632 0214,2115.009141467404,-33.4409236461774,-70.6481486458812,San Antonio 158,,,Santiago,8320000,CL,RM,"['San Antonio 158', 'RM 8320000 Santiago', 'Chile']"
30,uQ5yMmNe6geJVmMY_grMHQ,le-due-torri-santiago-2,Le Due Torri,https://s3-media2.fl.yelpcdn.com/bphoto/J7OILqLObSIb_rp4G2EFFg/o.jpg,False,https://www.yelp.com/biz/le-due-torri-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,6,"[{'alias': 'italian', 'title': 'Italian'}]",5.0,[],$$$,+56226333799,+56 2 2633 3799,2131.7233313692177,-33.44009304923,-70.6481483430217,San Antonio 258,,,Santiago,8320000,CL,RM,"['San Antonio 258', 'RM 8320000 Santiago', 'Chile']"
31,Fpz4SkB7nfwmb0B49BljHQ,polvo-santiago,Polvo,https://s3-media1.fl.yelpcdn.com/bphoto/h7GwqxvRjV_NnyOaNYSTww/o.jpg,False,https://www.yelp.com/biz/polvo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'chilean', 'title': 'Chilean'}]",5.0,[],,,,1579.6948828011189,-33.4320377986476,-70.634891448946,Constitución 187,,,Santiago,,CL,RM,"['Constitución 187', 'RM Santiago', 'Chile']"
32,DrRDdAYUnvXvaY96Jo6sCA,sheng-xing-santiago,Sheng Xing,https://s3-media1.fl.yelpcdn.com/bphoto/H7S6azVIQmwCZikZx-6buA/o.jpg,False,https://www.yelp.com/biz/sheng-xing-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,[],,+56226884131,+56 2 2688 4131,4194.721481975246,-33.45067,-70.67014,España 101-107,,,Santiago,8320000,CL,RM,"['España 101-107', 'RM 8320000 Santiago', 'Chile']"
33,aw38pwQ5aWG5JkdhJd1kDg,josé-ramón-277-santiago,José Ramón 277,https://s3-media1.fl.yelpcdn.com/bphoto/ThclfDlx0FGLhnEbucBWuw/o.jpg,False,https://www.yelp.com/biz/jos%C3%A9-ram%C3%B3n-277-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,16,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,[],$$,+56942581689,+56 9 4258 1689,1523.2160505570553,-33.4393699,-70.64075,José Ramón Gutiérrez 277,,,Santiago,8320000,CL,RM,"['José Ramón Gutiérrez 277', 'RM 8320000 Santiago', 'Chile']"
34,AOOUaN28bZvgBEDzIkj4dg,restaurant-japón-santiago,Restaurant Japón,https://s3-media3.fl.yelpcdn.com/bphoto/wud-EfYeARuUfDwjDzE27Q/o.jpg,False,https://www.yelp.com/biz/restaurant-jap%C3%B3n-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,15,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,[],$$$,+5622224517,+56 22224517,966.0273353891182,-33.4403283779055,-70.6351016070982,Barón Pierre de Coubertin 39,,,Santiago,,CL,RM,"['Barón Pierre de Coubertin 39', 'RM Santiago', 'Chile']"
35,8Pyhem2py3-qzrcwe6lSUg,soho-santiago,Soho,https://s3-media3.fl.yelpcdn.com/bphoto/R6qereOV-sNUV4TsBYrvEA/o.jpg,False,https://www.yelp.com/biz/soho-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,7,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,[],$$,+56222242393,+56 2 2224 2393,1628.3028170035439,-33.444146,-70.643196,Carmen 93,,,Santiago,,CL,RM,"['Carmen 93', 'RM Santiago', 'Chile']"
36,iEIT7ar9RW8OStdS0_pTDg,the-raj-santiago,The Raj,https://s3-media2.fl.yelpcdn.com/bphoto/onsUqUhK94DxHRE_ec1l3Q/o.jpg,False,https://www.yelp.com/biz/the-raj-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,13,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,[],$$,+56227160077,+56 2 2716 0077,1048.709117811261,-33.44475,-70.614384,Av. Manuel Montt 1855,,,Santiago,7500000,CL,RM,"['Av. Manuel Montt 1855', 'RM 7500000 Santiago', 'Chile']"
